School_group,Major_cat,School,Major,Year,Gender,Age,Close_friend,Closefriend_inout,GPAX,Rate,Health_status,Health_status_iden,Family_type,Recieve_care,Recieve_care_other,Family_income,Family_income_enough,Studen_income,Student_income_enough,Dormitory,Relation_fam,Relation_friend,Relation_aj,Feel_uni_1,Feel_uni_2,Feel_uni_3,Feel_uni_4,Feel_uni_5,Feel_uni_6,Feel_envi_7,Feel_envi_8,Feel_envi_9,Feel_envi_10,Feel_envi_11,Feel_envi_12,Feel_envi_13,Feel_envi_14,Relax_activity,Problem,Problem_study,Problem_love,Problem_adjust,Problem_econ,Problem_other,Attitude,Attitude_iden,Learning_style_1,Learning_style_2,Learning_style_3,Learning_style_4,Learning_style_5,Learning_style_6,Learning_style_7,Learning_style_8,Learning_style_9,Learning_style_10,Learning_style_11,Learning_style_12,Learning_style_13,Learning_style_14,Learning_style_15,Learning_style_16,Learning_style_17,Learning_style_18,Learning_style_19,Learning_style_20,Learning_style_21,Learning_style_22,Learning_style_23,Learning_style_24,Learning_style_25,Learning_style_26,Learning_style_27,Learning_style_28,Learning_style_29,Learning_style_30
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,23,1,1,3.26,B,1,,2,1,,999,1,999,1,2,5,3,4,4,3,3,3,4,3,3,4,3,3,3,3,3,3,#NULL!,0,0,0,0,0,0,1,,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,3,4,4,3,4,4,4,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,0,19,4,1,3.25,B,1,,2,1,,10000,2,4500,2,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,1,0,0,1,1,0,2,สนใจในด้านนี้,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,0,19,3,1,3.25,B,1,,2,1,,30000,2,4000,2,2,5,4,4,4,1,3,3,5,3,5,4,4,4,3,5,5,5,#NULL!,1,0,0,0,1,0,2,เนื้อหาดี ตรงกับความต้องการ,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,0,21,1,1,3.25,B,1,,2,3,,999,3,4000,1,1,4,4,2,4,3,3,1,3,0,3,3,0,3,-3,3,3,3,#NULL!,1,1,1,1,0,0,0,,3,3,3,3,3,3,4,3,4,1,4,3,3,2,4,3,3,3,3,4,3,3,3,2,2,2,3,4,2,5
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,22,5,1,3.25,B,1,,1,1,,15000,1,6000,1,2,4,3,2,5,2,1,1,2,2,3,3,3,3,3,3,3,3,#NULL!,1,0,0,0,1,0,2,อาจารย์ มอบความรู้ให้เยอะ,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,3,1,3.25,B,1,,1,2,,40000,1,10000,1,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,#NULL!,0,0,0,0,0,0,2,สอนให้คิดใหม่ๆ,4,5,4,2,4,4,3,4,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,4,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,5,1,3.24,B,1,,2,1,,999,1,5000,1,2,5,5,3,4,3,-5,2,4,3,3,-5,3,4,3,3,3,4,#NULL!,0,0,0,0,0,0,2,,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,5
1,2,นวัตกรรมสังคม,นวัตกรรมสังคม,2,0,19,3,1,3.2,B,1,,1,3,,20000,2,6000,2,2,3,4,1,3,4,2,2,4,3,3,3,3,3,3,3,3,5,#NULL!,1,1,0,0,1,0,2,เป็นสายที่น่าสนใจอยู่แล้ว แต่ค่อข้างยากนิดนึง,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,4,3
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,21,12,1,3.2,B,2,ปวดหัว หน้ามืดบ่อย,1,1,,90000,1,6500,1,2,5,4,1,2,999,4,4,5,999,999,1,999,4,2,2,3,4,#NULL!,1,1,0,1,0,0,1,,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,นวัตกรรมสังคม,นวัตกรรมสังคม,2,0,19,3,1,3.2,B,2,G6PD,1,3,,10000,2,6000,2,2,3,3,2,3,1,2,2,2,2,3,2,1,4,3,3,3,3,#NULL!,1,1,0,0,1,0,2,เพราะมีความสนใจ ถึงแม้จะยากก็ตาม,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2,นวัตกรรมสังคม,พัฒนาระหว่างประเทศ,3,1,20,2,1,3.2,B,1,,2,1,,200000,1,10000,1,2,4,4,2,3,3,4,4,4,3,4,2,999,4,3,3,2,3,#NULL!,1,1,0,0,0,0,1,,3,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,3,3,4,4,4,3,3,4,4,3,3,4
1,2,นวัตกรรมสังคม,การพํฒนาระหว่างประเทศ,3,1,20,3,2,3.2,B,1,,2,2,,100000,1,10000,1,2,5,4,2,2,1,2,2,4,1,2,4,2,4,1,1,3,2,#NULL!,1,1,0,0,1,0,2,ก็เรียนแล้วทำให้ตัวเองแกร่งดี,3,3,5,5,5,4,5,5,2,4,4,4,2,3,3,3,3,3,4,2,3,4,4,4,3,4,3,3,4,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,5,1,3.2,B,2,ภูมิแพ้,2,1,,70000,1,10000,1,2,5,4,3,4,3,2,4,4,999,4,4,999,4,4,999,4,5,#NULL!,0,0,0,0,0,0,2,ได้เปิดโลกทัศน์,4,4,5,2,2,5,4,4,3,4,3,3,5,4,3,3,4,5,3,4,3,3,3,3,3,3,5,5,3,5
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,5,1,3.19,B,1,,2,1,,60000,1,12000,2,2,5,5,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,#NULL!,0,0,0,0,0,0,2,ก็ดีอ่ะ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,3,1,3.18,B,2,ไทรอยด์,2,2,,999,3,5000,1,1,-4,-4,-4,4,2,3,3,4,4,4,3,999,2,2,4,3,3,#NULL!,1,1,0,0,0,0,2,เราเลือกที่จะเรียนแะสนุกไปกับมัน,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,2,1,3.16,B,1,,2,1,,999,3,4200,1,1,4,3,0,4,0,0,2,5,0,4,4,0,4,4,4,4,4,#NULL!,1,0,0,1,0,0,1,,4,3,4,4,3,4,4,4,3,4,3,4,4,3,3,3,4,3,3,3,4,3,4,4,3,3,4,4,4,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,4,1,3.16,B,1,,2,1,,30000,1,8000,1,2,5,5,5,3,0,3,0,4,2,3,4,999,3,2,3,1,5,#NULL!,0,0,0,0,0,0,1,,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,21,6,1,3.15,B,1,,2,1,,999,1,999,2,2,5,4,3,5,4,4,4,4,4,3,4,4,2,2,4,4,5,#NULL!,1,1,0,0,0,0,2,ตรงกับสายงานที่อยากจะทำในอนาคต,3,5,5,5,5,5,4,4,2,4,4,3,1,3,5,1,4,1,3,2,5,4,5,5,3,4,1,1,3,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,21,11,1,3.12,B,2,ภูมิแพ้,1,1,,999,3,10000,1,2,3,5,2,3,0,1,0,3,4,-1,-5,5,5,-1,3,3,4,#NULL!,1,0,1,0,0,0,2,ทำให้เข้าใจที่มาที่ไปของเหตุการณ์หรือการกระทำในสังคมมากขึ้น สามารถนำไปปรับใช้ในชีวิตทั่วไปได้,3,3,2,3,2,3,4,4,2,5,4,4,4,3,3,2,4,4,2,3,5,4,4,3,3,2,4,2,5,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,3,2,3.12,B,2,หอบหืด,2,2,,42000,1,10000,1,2,5,3,3,2,3,3,3,3,3,-2,-3,999,3,-3,999,0,3,#NULL!,1,1,0,0,1,0,2,มีโอกาสก้าวหน้าสูง สามารถทำในองกรค์ระหว่าประเทศได้,1,2,3,2,3,2,2,2,1,3,2,4,5,2,2,2,1,4,2,1,2,3,1,5,2,2,5,5,5,5
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,21,4,1,3.1,B,2,ภูมิแพ้และหอบหืด,2,1,,70000,3,10000,1,2,5,4,2,2,1,4,4,4,3,3,2,4,3,3,2,3,5,#NULL!,1,1,0,1,0,0,1,,3,3,5,4,4,4,3,3,2,4,3,3,3,3,3,4,3,3,4,3,5,4,5,3,3,3,3,3,3,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,22,1,2,3.1,B,1,,2,2,,10000,2,5000,1,2,3,3,2,2,2,2,3,4,4,3,5,999,3,2,2,3,4,#NULL!,1,1,0,0,1,1,1,,3,5,4,4,3,3,5,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,3,4,3,4,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,4,1,3.1,B,1,,2,1,,100000,1,10000,1,2,5,5,2,3,999,999,0,0,0,0,999,999,3,1,0,0,1,#NULL!,1,1,0,1,0,0,1,,4,5,4,2,4,5,5,5,4,5,5,5,5,2,2,5,5,5,2,2,5,3,5,5,3,3,5,5,5,5
1,2,นวัตกรรมสังคม,พัฒนาระหว่างประเทศ,3,1,20,2,1,3.04,B,2,ภูมิแพ้,2,1,,100000,1,15000,1,2,5,2,0,2,1,1,1,3,2,4,4,1,2,1,4,3,5,#NULL!,1,0,0,1,0,0,1,,4,5,4,2,4,4,5,5,5,5,5,5,2,2,4,2,3,2,4,4,5,4,5,2,3,5,2,2,4,1
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,21,3,1,3,B,1,,2,1,,60000,1,10000,1,2,4,4,0,3,2,2,2,3,2,3,2,3,4,1,4,2,5,#NULL!,1,1,0,0,1,0,1,,3,3,4,3,3,2,3,3,4,4,3,4,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,5,2,3,B,1,,2,1,,23000,2,8000,1,2,5,2,1,3,2,1,1,2,1,4,4,999,1,-1,2,4,4,#NULL!,1,1,0,0,0,0,1,,2,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,2,4,4,3,4,3
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,10,1,3,B,2,ภูมิแพ้,2,1,,999,3,4000,2,2,4,4,2,2,-2,0,0,3,2,5,-2,2,4,1,3,-2,4,#NULL!,1,1,0,0,0,1,1,,3,4,3,3,2,2,5,3,3,3,4,3,4,3,4,2,2,2,2,3,3,2,4,3,2,3,3,1,2,2
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,5,1,3,B,1,,1,2,,999,3,8000,1,2,5,3,0,1,0,0,0,1,1,1,2,999,2,3,999,1,3,#NULL!,1,1,0,1,1,0,1,,2,3,4,4,4,3,4,3,4,3,3,3,2,3,3,3,4,2,4,4,3,3,4,2,2,4,2,2,2,2
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,14,2,3,B,2,"ไมเกรน, กระเพาะ, ภูมิแพ้",2,2,,999,3,10000,1,2,5,4,2,4,0,2,3,4,4,4,3,999,4,4,3,4,5,#NULL!,0,0,0,0,0,0,2,เป็นสาขาที่ถึงแม้จะเรียนยากแต่ก็ดีค่ะ อ.น่ารัก เข้าใจนักศึกษา ถึงแม้คนจะไม่เยอะแต่ก็อบอุ่นเหมือนครอบ,4,4,4,3,4,4,5,4,3,4,3,4,3,3,4,4,4,3,4,4,4,4,4,3,2,4,3,3,3,3
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,10,1,3,B,1,,2,1,,999,3,12000,1,2,5,4,3,3,3,1,3,4,3,2,-1,0,3,3,2,3,4,#NULL!,0,0,0,0,0,0,2,ทำให้ได้เรียนรู้ว่าควรทำอะไรต่อ,3,4,4,3,3,3,1,4,4,4,5,5,5,4,4,4,3,4,3,4,5,5,5,4,4,4,4,3,3,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,3,2,3,B,2,ภูมิแพ้อากาศ/G9PD,1,1,,30000,1,4000,1,2,5,3,2,4,3,4,4,4,999,5,4,5,4,2,4,4,3,#NULL!,0,0,0,0,0,0,2,เป็นเรื่องที่น่าสนใจดี,2,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,2,2,4,2,4,4,4,4,4,4,4,2,4,2
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,5,1,2.98,C,1,,2,1,,999,1,7000,1,2,5,3,0,2,1,0,999,2,999,0,-1,999,2,1,999,2,4,#NULL!,0,0,0,0,0,0,1,,3,4,4,5,3,4,4,3,5,3,2,3,5,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3,4,3
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,3,1,2.96,C,1,,1,1,,40000,1,15000,1,2,5,4,4,3,3,2,2,2,3,3,3,3,3,3,3,3,3,#NULL!,0,0,0,0,0,0,2,ก็เป็นสาขาที่เลือกแล้ว,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,3,1,2.95,C,1,,2,1,,999,3,5000,1,1,4,3,4,3,2,0,-1,3,3,4,3,4,4,2,4,4,4,#NULL!,1,1,0,0,1,0,2,อาจารย์ให้คำปรึกษาที่ดี ใส่ใจ,4,4,2,2,2,4,3,4,3,4,4,5,5,3,4,3,5,3,2,2,4,4,4,3,3,4,4,4,3,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,2,1,2.86,C,1,,2,1,,35000,1,10000,1,2,5,4,2,3,3,999,999,4,4,4,3,4,3,2,5,2,5,#NULL!,1,1,0,1,1,0,2,ได้เปลี่ยนแปลงทัศนคติในชีวิต,3,3,3,3,3,2,4,3,3,3,3,3,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,4,3,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,7,1,2.85,C,1,,2,1,,60000,1,10000,1,2,5,5,2,-4,0,0,0,0,1,2,0,999,2,-3,3,3,4,#NULL!,1,0,1,0,0,0,0,,3,5,5,5,4,4,5,4,4,5,5,5,5,5,5,4,4,4,5,2,2,5,4,3,3,3,3,3,3,3
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,1,2,2.85,C,1,,2,1,,999,3,10000,1,2,5,3,-3,-2,-4,-4,0,0,0,0,-3,0,0,0,0,0,3,#NULL!,1,1,0,1,0,0,0,,2,3,3,2,2,3,4,3,2,2,3,2,2,3,3,2,3,1,3,3,3,2,4,2,3,3,1,1,1,1
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,0,21,2,1,2.84,C,1,,2,1,,999,3,10000,1,2,3,2,1,3,0,2,999,3,999,2,1,999,2,2,2,4,4,#NULL!,0,0,0,0,0,0,2,มีความรู้ให้ตามที่ประสงค์,3,3,2,3,4,4,3,3,2,3,2,4,3,2,2,3,4,4,3,3,3,3,4,5,5,3,3,1,4,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,2,1,2.83,C,1,,2,1,,999,3,4000,1,1,4,4,2,4,999,3,3,3,999,2,1,999,3,4,999,3,4,#NULL!,1,1,0,1,0,0,1,,2,4,3,1,2,4,4,4,4,4,2,3,4,2,4,4,1,4,4,4,4,4,3,2,1,4,3,1,2,3
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,22,3,1,2.83,C,1,,1,1,,30000,2,7000,1,2,4,4,3,3,2,2,2,3,2,2,2,2,3,2,3,2,2,#NULL!,1,1,0,0,0,0,1,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2,นวัตกรรมสังคม,International development,2,0,19,4,1,2.81,C,1,,2,1,,999,1,8000,1,2,5,3,3,4,0,3,3,3,3,2,2,4,2,3,4,4,4,#NULL!,1,1,0,0,0,1,1,,2,3,4,3,3,4,2,3,3,3,4,2,4,2,3,3,3,2,3,4,3,3,3,2,3,3,4,3,3,3
1,2,นวัตกรรมสังคม,พัฒนาระหว่างประเทศ,3,1,21,999,2,2.81,C,1,,2,1,,20000,1,8000,1,2,5,5,0,0,-5,-3,-3,3,999,1,-5,999,5,3,999,4,5,#NULL!,0,0,0,0,0,0,1,,5,4,5,5,5,4,5,5,4,4,2,4,3,2,2,3,4,2,2,4,5,4,4,3,3,3,4,2,4,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,2,2,2.8,C,1,,2,2,,999,1,15000,1,2,3,1,0,2,-5,4,999,4,999,3,-2,999,2,-5,1,2,5,#NULL!,1,1,0,1,0,1,1,,2,4,3,4,3,3,4,4,4,3,3,4,1,3,4,4,4,3,2,1,4,4,5,4,3,4,2,2,4,3
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,8,2,2.8,C,2,ลำไส้แปรปรวน,2,1,,80000,1,6000,1,1,5,2,1,3,0,1,1,2,2,1,2,999,2,1,2,3,3,#NULL!,1,1,0,1,0,0,2,เห็นด้วยเกือบทุกอย่างกับที่สาขาทำ,2,5,4,5,5,4,5,3,2,4,5,3,1,1,4,3,3,3,5,3,4,5,5,3,4,5,2,2,3,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,0,22,2,1,2.76,C,1,,2,1,,25000,1,8000,1,2,-4,-3,-3,-4,-3,-4,-4,-3,-4,-4,-4,-3,-4,-2,-3,-4,-3,#NULL!,1,1,0,0,1,0,1,,3,5,3,2,3,1,2,2,2,2,4,3,3,2,4,2,1,2,2,3,1,2,2,3,2,3,2,2,2,4
1,2,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,6,1,2.75,C,1,,1,1,,60000,1,5000,1,1,4,4,1,4,3,3,3,4,4,4,3,3,4,5,5,4,5,#NULL!,1,1,0,1,0,0,2,,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,3,3,5,4,4,5,4,4,3,3,4,3
